ID,Date/Time,Categoria,Publicacion,Hora,Lat,Lon
350.0,5/3/2018,Tren,Viernes,7:00,18.82591902877696,-97.24327474820146
351.0,5/3/2018,Robo,Viernes,3:00,18.82591902877696,-97.24327474820146
352.0,5/3/2018,Secuestro,Viernes,13:00,18.82591902877696,-97.24327474820146
353.0,,Robo,Sábado,17:00,18.847148999999998,-97.073018
354.0,4/29/2018,Robo,Martes,17:00,18.82591902877696,-97.24327474820146
355.0,4/28/2018,Tren,Martes,22:00,18.82591902877696,-97.24327474820146
356.0,4/30/2018,Tren,Martes,3:00,18.82591902877696,-97.24327474820146
357.0,5/2/2018,Tren,Martes,18:00,18.82591902877696,-97.24327474820146
358.0,5/7/2018,Tren,Miércoles,22:00,18.82591902877696,-97.24327474820146
359.0,5/11/2018,Tren,Sábado,3:00,18.82591902877696,-97.24327474820146
360.0,5/11/2018,Robo,Sábado,3:00,18.82591902877696,-97.24327474820146
361.0,5/13/2018,Tren,Lunes,3:00,18.82591902877696,-97.24327474820146
362.0,5/16/2018,Tren,Jueves,3:00,18.82591902877696,-97.24327474820146
363.0,5/16/2018,Robo,Viernes,9:00,18.816412,-97.234309
364.0,5/19/2018,Tren,Domingo,3:30,18.82591902877696,-97.24327474820146
365.0,5/19/2018,Robo,Domingo,4:00,18.82591902877696,-97.24327474820146
366.0,5/22/2018,Robo,Miércoles,19:00,18.82591902877696,-97.24327474820146
367.0,6/7/2018,Robo,Jueves,3:00,18.82591902877696,-97.24327474820146
368.0,6/5/2018,Robo,Viernes,19:00,18.847148999999998,-97.073018
369.0,6/10/2018,Tren,Lunes,11:00,18.82591902877696,-97.24327474820146
370.0,6/11/2018,Robo,Martes,5:00,18.829573,-97.2559
371.0,6/15/2018,Ejecución,Sábado,19:45,18.82591902877696,-97.24327474820146
372.0,6/15/2018,Robo,Viernes,3:00,18.82591902877696,-97.24327474820146
373.0,6/19/2018,Robo,Jueves,23:00,18.829573,-97.2559
374.0,6/26/2018,Enfrentamiento,Viernes,21:00,18.855254000000002,-97.35754
375.0,6/28/2018,Robo,Lunes,14:00,18.82591902877696,-97.24327474820146
376.0,6/28/2018,Robo,Lunes,18:00,18.82591902877696,-97.24327474820146
377.0,6/29/2018,Robo,Lunes,14:00,18.82591902877696,-97.24327474820146
378.0,6/28/2018,Robo,Lunes,17:00,18.823210999999997,-97.247864
379.0,7/3/2018,Robo,Miércoles,15:00,18.82591902877696,-97.24327474820146
380.0,7/4/2018,Robo,Viernes,22:00,18.82591902877696,-97.24327474820146
381.0,7/4/2018,Robo,Viernes,9:00,18.82591902877696,-97.24327474820146
382.0,7/9/2018,Robo,Martes,4:00,18.82591902877696,-97.24327474820146
383.0,7/15/2018,Robo,Lunes,3:00,18.82591902877696,-97.24327474820146
384.0,7/20/2018,Robo,Domingo,3:30,18.82591902877696,-97.24327474820146
385.0,7/24/2018,Robo,Jueves,11:00,18.82591902877696,-97.24327474820146
386.0,8/3/2018,Robo,Sábado,9:00,18.82591902877696,-97.24327474820146
387.0,8/4/2018,Enfrentamiento,Domingo,16:15,18.82591902877696,-97.24327474820146
388.0,8/2/2018,Tren,Sábado,21:00,18.82591902877696,-97.24327474820146
389.0,8/23/2018,Ejecución,Domingo,3:00,18.82591902877696,-97.24327474820146
390.0,8/26/2018,Ejecución,Lunes,3:00,18.82591902877696,-97.24327474820146
391.0,8/29/2018,Enfrentamiento,Jueves,6:00,18.832306,-97.329236
392.0,9/1/2018,Ejecución,Domingo,3:00,18.82591902877696,-97.24327474820146
393.0,9/2/2018,Ejecución,Lunes,14:30,18.82591902877696,-97.24327474820146
394.0,9/6/2018,Enfrentamiento,Sábado,23:30,18.835795,-97.33624499999999
395.0,9/12/2018,Robo,Jueves,3:00,18.82591902877696,-97.24327474820146
396.0,9/10/2018,Robo,Viernes,16:00,18.82591902877696,-97.24327474820146
397.0,9/19/2018,Robo,Sábado,17:00,18.82591902877696,-97.24327474820146
398.0,9/24/2018,Ejecución,Miércoles,23:00,18.82591902877696,-97.24327474820146
399.0,10/2/2018,Enfrentamiento,Miércoles,3:00,18.82591902877696,-97.24327474820146
400.0,10/4/2018,Enfrentamiento,Sábado,12:30,18.82591902877696,-97.24327474820146
401.0,10/9/2018,Robo,Jueves,18:40,18.82591902877696,-97.24327474820146
402.0,10/16/2018,Ejecución,Miércoles,21:30,18.82591902877696,-97.24327474820146
403.0,10/23/2018,Robo,Miércoles,11:00,18.82591902877696,-97.24327474820146
404.0,10/26/2018,Robo,Sábado,9:30,18.82591902877696,-97.24327474820146
405.0,10/27/2018,Secuestro,Domingo,3:00,18.82591902877696,-97.24327474820146
406.0,11/1/2018,Enfrentamiento,Sábado,21:00,18.823210999999997,-97.247864
407.0,11/12/2018,Enfrentamiento,Martes,18:45,18.82591902877696,-97.24327474820146
408.0,11/15/2018,Enfrentamiento,Sábado,18:00,18.82591902877696,-97.24327474820146
409.0,11/17/2018,Robo,Lunes,17:00,18.82591902877696,-97.24327474820146
410.0,11/17/2018,Robo,Miércoles,17:00,18.82591902877696,-97.24327474820146
411.0,11/20/2018,Enfrentamiento,Miércoles,21:00,18.82591902877696,-97.24327474820146
412.0,11/20/2018,Enfrentamiento,Miércoles,21:00,18.82591902877696,-97.24327474820146
413.0,11/21/2018,Enfrentamiento,Viernes,3:00,18.82591902877696,-97.24327474820146
414.0,11/19/2018,Tren,Miércoles,16:00,18.82591902877696,-97.24327474820146
415.0,12/4/2018,Enfrentamiento,Miércoles,20:00,18.835795,-97.33624499999999
416.0,12/7/2018,Tren,Sábado,8:00,18.82591902877696,-97.24327474820146
417.0,12/15/2018,Asalto,Martes,12:00,18.82591902877696,-97.24327474820146
418.0,12/17/2018,Enfrentamiento,Miércoles,21:30,18.82591902877696,-97.24327474820146
419.0,12/20/2018,Robo,Sábado,18:00,18.82591902877696,-97.24327474820146
420.0,12/29/2018,Robo,Viernes,21:00,18.82591902877696,-97.24327474820146
421.0,1/4/2019,Enfrentamiento,Sábado,19:00,18.82591902877696,-97.24327474820146
422.0,1/4/2019,Robo,Domingo,23:00,18.82591902877696,-97.24327474820146
423.0,1/10/2019,Robo,Viernes,16:30,18.82591902877696,-97.24327474820146
424.0,1/16/2019,Tren,Jueves,9:00,18.82591902877696,-97.24327474820146
425.0,1/25/2019,Enfrentamiento,Sábado,5:30,18.82591902877696,-97.24327474820146
426.0,1/28/2019,Toma Clandestina,Martes,9:30,18.82591902877696,-97.24327474820146
427.0,,Robo,Domingo,3:00,18.82591902877696,-97.24327474820146
428.0,2/6/2019,Asalto,Jueves,8:00,18.82591902877696,-97.24327474820146
429.0,,Robo,Jueves,3:00,18.82591902877696,-97.24327474820146
430.0,2/14/2019,Robo,Sábado,8:00,18.82591902877696,-97.24327474820146
431.0,2/16/2019,Robo,Domingo,3:00,18.82591902877696,-97.24327474820146
432.0,,Robo,Viernes,3:00,18.82591902877696,-97.24327474820146
433.0,3/5/2019,Ejecución,Miércoles,16:00,18.82591902877696,-97.24327474820146
434.0,3/12/2019,Robo,Miércoles,9:00,18.82591902877696,-97.24327474820146
435.0,3/26/2019,Enfrentamiento,Miércoles,8:30,18.82591902877696,-97.24327474820146
436.0,4/6/2019,Robo,Domingo,10:00,18.82591902877696,-97.24327474820146
437.0,,Robo,Domingo,3:00,18.82591902877696,-97.24327474820146
438.0,4/11/2019,Asalto,Viernes,16:30,18.82591902877696,-97.24327474820146
439.0,4/9/2019,Robo,Sábado,18:30,18.82591902877696,-97.24327474820146
440.0,4/9/2019,Robo,Sábado,22:30,18.82591902877696,-97.24327474820146
441.0,4/9/2019,Enfrentamiento,Domingo,20:00,18.82591902877696,-97.24327474820146
442.0,,Robo,Sábado,3:00,18.816412,-97.234309
443.0,4/26/2019,Enfrentamiento,Martes,22:00,18.82591902877696,-97.24327474820146
444.0,4/30/2019,Robo,Viernes,3:00,18.82591902877696,-97.24327474820146
445.0,5/2/2019,Robo,Viernes,6:50,18.82591902877696,-97.24327474820146
446.0,5/15/2019,Robo,Viernes,16:00,18.82591902877696,-97.24327474820146
447.0,5/18/2019,Robo,Lunes,23:30,18.82591902877696,-97.24327474820146
448.0,5/28/2019,Robo,Miércoles,3:00,18.816412,-97.234309
449.0,5/28/2019,Enfrentamiento,Miércoles,20:00,18.82591902877696,-97.24327474820146
450.0,5/30/2019,Enfrentamiento,Viernes,14:00,18.82591902877696,-97.24327474820146
451.0,5/30/2019,Enfrentamiento,Domingo,12:00,18.82591902877696,-97.24327474820146
452.0,6/1/2019,Robo,Martes,14:00,18.82591902877696,-97.24327474820146
453.0,6/2/2019,Robo,Miércoles,3:00,18.82591902877696,-97.24327474820146
454.0,6/7/2019,Ejecución,Sábado,2:00,18.82591902877696,-97.24327474820146
455.0,6/6/2019,Tren,Sábado,22:00,18.82591902877696,-97.24327474820146
456.0,6/8/2019,Secuestro,Lunes,14:00,18.82591902877696,-97.24327474820146
457.0,6/11/2019,Secuestro,Miércoles,7:00,18.82591902877696,-97.24327474820146
458.0,6/11/2019,Robo,Jueves,11:30,18.82591902877696,-97.24327474820146
459.0,6/17/2019,Asalto,Martes,19:00,18.82591902877696,-97.24327474820146
460.0,6/18/2019,Robo,Miércoles,17:00,18.82591902877696,-97.24327474820146
461.0,6/22/2019,Robo,Lunes,23:30,18.82591902877696,-97.24327474820146
462.0,6/26/2019,Secuestro,Jueves,21:00,18.847148999999998,-97.073018
463.0,6/27/2019,Robo,Viernes,11:00,18.82591902877696,-97.24327474820146
464.0,6/27/2019,Robo,Sábado,21:00,18.82591902877696,-97.24327474820146
465.0,6/27/2019,Robo,Sábado,22:30,18.82591902877696,-97.24327474820146
466.0,6/27/2019,Robo,Sábado,23:30,18.82591902877696,-97.24327474820146
467.0,6/28/2019,Asalto,Sábado,8:10,18.82591902877696,-97.24327474820146
468.0,7/31/2019,Enfrentamiento,Lunes,12:00,18.829573,-97.2559
469.0,7/5/2019,Robo,Lunes,3:00,18.82591902877696,-97.24327474820146
470.0,7/1/2019,Robo,Martes,3:00,18.823210999999997,-97.247864
471.0,7/3/2019,Tren,Viernes,16:30,18.82591902877696,-97.24327474820146
472.0,7/6/2019,Ejecución,Domingo,14:00,18.82591902877696,-97.24327474820146
473.0,7/11/2019,Robo,Sábado,21:15,18.82591902877696,-97.24327474820146
474.0,7/12/2019,Robo,Sábado,5:30,18.82591902877696,-97.24327474820146
475.0,7/15/2019,Robo,Martes,10:00,18.82591902877696,-97.24327474820146
476.0,7/17/2019,Asalto,Jueves,9:00,18.82591902877696,-97.24327474820146
477.0,7/19/2019,Robo,Sábado,5:50,18.82591902877696,-97.24327474820146
478.0,7/20/2019,Asalto,Lunes,16:00,18.816412,-97.234309
479.0,7/27/2019,Ejecución,Domingo,3:00,18.82591902877696,-97.24327474820146
480.0,,Tren,Domingo,3:00,18.82591902877696,-97.24327474820146
481.0,7/29/2019,Robo,Jueves,3:00,18.82854,-97.304777
482.0,8/3/2019,Ejecución,Lunes,23:20,18.82591902877696,-97.24327474820146
483.0,8/4/2019,Asalto,Miércoles,20:00,18.82591902877696,-97.24327474820146
484.0,8/8/2019,Ejecución,Viernes,15:30,18.82591902877696,-97.24327474820146
485.0,,Robo,Martes,19:00,18.816412,-97.234309
486.0,8/19/2019,Robo,Miércoles,9:00,18.82591902877696,-97.24327474820146
487.0,8/19/2019,Robo,Miércoles,13:30,18.829573,-97.2559
488.0,8/20/2019,Robo,Lunes,7:00,18.82591902877696,-97.24327474820146
489.0,9/2/2019,Robo,Miércoles,23:45,18.82591902877696,-97.24327474820146
490.0,9/4/2019,Ejecución,Jueves,19:00,18.82591902877696,-97.24327474820146
491.0,9/7/2019,Robo,Domingo,3:00,18.82591902877696,-97.24327474820146
492.0,9/12/2019,Ejecución,Viernes,15:45,18.82591902877696,-97.24327474820146
493.0,9/20/2019,Robo,Sábado,3:00,18.82591902877696,-97.24327474820146
494.0,9/27/2019,Tren,Miércoles,4:00,18.82591902877696,-97.24327474820146
495.0,10/11/2019,Tren,Sábado,9:00,18.82591902877696,-97.24327474820146
496.0,10/10/2019,Robo,Lunes,9:00,18.823210999999997,-97.247864
497.0,10/23/2019,Robo,Jueves,9:00,18.82591902877696,-97.24327474820146
498.0,10/24/2019,Enfrentamiento,Viernes,3:00,18.82591902877696,-97.24327474820146
499.0,11/3/2019,Asalto,Lunes,21:45,18.82591902877696,-97.24327474820146
500.0,,Robo,Jueves,18:00,18.82591902877696,-97.24327474820146
501.0,11/12/2019,Asalto,Miércoles,19:15,18.82591902877696,-97.24327474820146
502.0,,Robo,Viernes,3:00,18.82591902877696,-97.24327474820146
503.0,11/15/2019,Robo,Domingo,18:30,18.82591902877696,-97.24327474820146
504.0,11/17/2019,Asalto,Martes,22:00,18.82591902877696,-97.24327474820146
505.0,,Robo,Jueves,3:00,18.82591902877696,-97.24327474820146
506.0,11/20/2019,Robo,Viernes,20:00,18.82591902877696,-97.24327474820146
507.0,11/22/2019,Robo,Sábado,23:00,18.829573,-97.2559
508.0,11/30/2019,Robo,Martes,9:00,18.82591902877696,-97.24327474820146
509.0,12/15/2019,Asalto,Lunes,12:00,18.82591902877696,-97.24327474820146
