ID,Fecha_Publicacion,Fecha_Incidente,Categoria,Publicacion,Distrito_Policiaco,Direccion,Hora,Latitud,Longitud,Coordenadas,Arrestos,Descripcion,Motivo,,,,,,,,,,,,,
329,20/03/18,3/19/2018,Tren,Martes,Veracruz,"Vaquería, Acultzingo",17:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
330,21/03/18,,Robo,Miércoles,Veracruz,km 198,3:00,,,,0,"Roban tráiler con piso, es recuperado",,,,,,,,,,,,,,
331,22/03/18,,Robo,Jueves,Veracruz,La Estancia,3:00,18.829573,-97.255900,,0,Roban tráiler con bobinas de cobre,,,,,,,,,,,,,,
332,26/03/18,3/25/2018,Robo,Lunes,Puebla,km 139,17:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
333,26/03/18,3/24/2018,Asalto,Lunes,Veracruz,Curva de Nogales,21:00,,,,0,Asaltan a trailero en gasolinera,2 sujetos A bordo de motocicleta,,,,,,,,,,,,,
334,05/04/18,4/3/2018,Tren,Jueves,Veracruz,"Vaquería, Acultzingo",19:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que asaltaron tren con diésel,,,,,,,,,,,,,,
335,07/04/18,,Robo,Sábado,Veracruz,"San Cristóbal, Huiloapan km 261",3:00,,,,0,Roban traáiler con velas,,,,,,,,,,,,,,
336,11/04/18,,Robo,Miércoles,Veracruz,La Estancia,3:00,18.829573,-97.255900,,0,Roban tráiler con Aceite y baterías para auto,,,,,,,,,,,,,,
337,12/04/18,4/9/2018,Tren,Jueves,Veracruz,"Vaquería, Acultzingo",21:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
338,13/04/18,4/12/2018,Tren,Viernes,Veracruz,"Vaquería, Acultzingo",3:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
339,14/04/18,4/13/2018,Tren,Sábado,Veracruz,"Vaquería, Acultzingo (km 273)",9:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
340,14/04/18,4/13/2018,Robo,Sábado,Veracruz,"Retén de PF, Río Blanco",3:00,,,,0,Roban camioneta particular,,,,,,,,,,,,,,
341,14/04/18,4/12/2018,Robo,Sábado,Veracruz,Orizaba-Córdoba,9:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
342,15/04/18,4/14/2018,Tren,Domingo,Veracruz,"Vaquería, Acultzingo",7:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
343,15/04/18,4/13/2018,Robo,Domingo,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con jugos,4 sujetos en una camioneta negra,,,,,,,,,,,,,
344,16/04/18,4/14/2018,Robo,Lunes,Veracruz,La Estancia,17:00,18.829573,-97.255900,,0,Roban tráiler con cerveza - Recuperan Carga,,,,,,,,,,,,,,
345,20/04/18,4/19/2018,Robo,Viernes,Veracruz,km 156,3:00,,,,0,Roban camioneta particular,,,,,,,,,,,,,,
346,25/04/18,4/21/2018,Robo,Miércoles,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con papel higiénico,,,,,,,,,,,,,,
347,26/04/18,4/24/2018,Robo,Jueves,Veracruz,"Balastrera, km 248",19:00,18.816412,-97.234309,,5,Roban tráiler con zapatos,,,,,,,,,,,,,,
348,30/04/18,4/28/2018,Tren,Lunes,Veracruz,"El Mezquite, acultzingo",23:00,,,,0,Roban mercancia de tren que descarrilaron,,,,,,,,,,,,,,
349,02/05/18,4/30/2018,Tren,Miércoles,Veracruz,"Vaquería, Acultzingo",3:00,,,,0,Cortan vías del tren y roban mercancía del tren,,,,,,,,,,,,,,
350,04/05/18,5/3/2018,Tren,Viernes,Puebla,"Tepeaca, Puebla",7:00,,,,0,Delicuentes ponen piedra en vía para intentar asaltar tren,,,,,,,,,,,,,,
351,04/05/18,5/3/2018,Robo,Viernes,Veracruz,km 177,3:00,,,,0,Roban tráiler con sopa,,,,,,,,,,,,,,
352,04/05/18,5/3/2018,Secuestro,Viernes,Veracruz,Gasolinera del Encinar,13:00,,,,0,"Al frustrar robo de camioneta con alimentos, secuestran al chofer. Es rescatado horas después",,,,,,,,,,,,,,
353,04/05/18,,Robo,Sábado,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272",17:00,18.847149,-97.073018,,2,Roban motocicleta,,,,,,,,,,,,,,
354,08/05/18,4/29/2018,Robo,Martes,Veracruz,Jalapilla,17:00,,,,0,Roban tráiler con enlatados,,,,,,,,,,,,,,
355,08/05/18,4/28/2018,Tren,Martes,Veracruz,Vaquería-El Mezquite,22:00,,,,0,Descarrilan tren con granos,,,,,,,,,,,,,,
356,08/05/18,4/30/2018,Tren,Martes,Veracruz,Vaquería-El Mezquite,3:00,,,,0,Descarrilan tren,,,,,,,,,,,,,,
357,08/05/18,5/2/2018,Tren,Martes,Puebla,"Tepeaca, Puebla",18:00,,,,0,Descarrilan tren con cemento,,,,,,,,,,,,,,
358,09/05/18,5/7/2018,Tren,Miércoles,Veracruz,Vaquería-El Mezquite,22:00,,,,0,"Descarrilan tren para asaltarlo, fuerzas policiacas frustran el robo",,,,,,,,,,,,,,
359,12/05/18,5/11/2018,Tren,Sábado,Veracruz,"Vaquería, Acultzingo (km 273)",3:00,,,,0,Descarrilan tren,,,,,,,,,,,,,,
360,12/05/18,5/11/2018,Robo,Sábado,Veracruz,"Magueyes, km 230",3:00,,,,0,Intentar robar tráiler y abren fuego contrla la unidad,,,,,,,,,,,,,,
361,14/05/18,5/13/2018,Tren,Lunes,Veracruz,"Puente Colorado, Acultzingo",3:00,,,,0,Descarrilan tren,,,,,,,,,,,,,,
362,17/05/18,5/16/2018,Tren,Jueves,Veracruz,"Vaquería, Acultzingo (km 273)",3:00,,,,0,Descarrilan tren,,,,,,,,,,,,,,
363,18/05/18,5/16/2018,Robo,Viernes,Veracruz,"Balastrera, km 248",9:00,18.816412,-97.234309,,0,Roban camión con lácteos,,,,,,,,,,,,,,
364,20/05/18,5/19/2018,Tren,Domingo,Veracruz,"Sur 20, Orizaba",3:30,,,,0,"Desacoplan vías y descarrilan tren con 300,000 toneladas de mercancía",,,,,,,,,,,,,,
365,20/05/18,5/19/2018,Robo,Domingo,Veracruz,km 226,4:00,,,,0,Detienen unidad con combustible robado,,,,,,,,,,,,,,
366,23/05/18,5/22/2018,Robo,Miércoles,Veracruz,"San Cristóbal, Huiloapan km 261",19:00,,,,0,Roban tráiler con 27ton de sal,,,,,,,,,,,,,,
367,07/06/18,6/7/2018,Robo,Jueves,Veracruz,Jalapilla,3:00,,,,0,Roban camión con consméticos,,,,,,,,,,,,,,
368,08/06/18,6/5/2018,Robo,Viernes,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272",19:00,18.847149,-97.073018,,0,Roban tráiler con Aires Acondicionados,,,,,,,,,,,,,,
369,11/06/18,6/10/2018,Tren,Lunes,Veracruz,"Rancho Viejo, Nogales",11:00,,,,0,Entrentamiento entre PF y asaltatrenes,,,,,,,,,,,,,,
370,12/06/18,6/11/2018,Robo,Martes,Veracruz,La Estancia,5:00,18.829573,-97.255900,,0,Roban tractocamión con línea blanca,,,,,,,,,,,,,,
371,16/06/18,6/15/2018,Ejecución,Sábado,Veracruz,km 283,19:45,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
372,22/06/18,6/15/2018,Robo,Viernes,Veracruz,km 278,3:00,,,,0,Roban tráiler con abarrotes,,,,,,,,,,,,,,
373,28/06/18,6/19/2018,Robo,Jueves,Veracruz,La Estancia,23:00,18.829573,-97.255900,,0,Roban camioneta con mercancía diversa en falso retén,,,,,,,,,,,,,,
374,29/06/18,6/26/2018,Enfrentamiento,Viernes,Veracruz,km 221,21:00,18.855254,-97.357540,,0,Enfrentamiento entre PF y delincuentes tras robar tráiler,,,,,,,,,,,,,,
375,02/07/18,6/28/2018,Robo,Lunes,Veracruz,km 270,14:00,,,,0,Roban camión con productos de Nestlé,,,,,,,,,,,,,,
376,02/07/18,6/28/2018,Robo,Lunes,Veracruz,km 270,18:00,,,,0,Roban camión con productos de Nestlé,,,,,,,,,,,,,,
377,02/07/18,6/29/2018,Robo,Lunes,Veracruz,"Primer tunel, cumbres de maltrata",14:00,,,,0,Roban Camioneta de transportista,,,,,,,,,,,,,,
378,02/07/18,6/28/2018,Robo,Lunes,Veracruz,Maltrata,17:00,18.823211,-97.247864,,0,Roban pipa,,,,,,,,,,,,,,
379,04/07/18,7/3/2018,Robo,Miércoles,Veracruz,km 268,15:00,,,,0,"Intentan robar tráiler, disparan al conductor, huyen",,,,,,,,,,,,,,
380,06/07/18,7/4/2018,Robo,Viernes,Puebla,Esperanza,22:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
381,06/07/18,7/4/2018,Robo,Viernes,Veracruz,Hospital Regional,9:00,,,,0,Roban camión con 16 ton de frijol,,,,,,,,,,,,,,
382,10/07/18,7/9/2018,Robo,Martes,Puebla,km 181,4:00,,,,0,Roban camioneta particular,,,,,,,,,,,,,,
383,16/07/18,7/15/2018,Robo,Lunes,Puebla,"km 80, tecamachalco",3:00,,,,0,Roban camión con agua gasificada,,,,,,,,,,,,,,
384,22/07/18,7/20/2018,Robo,Domingo,Puebla,km 186,3:30,,,,0,Roban tráiler con Aceite Comestible,,,,,,,,,,,,,,
385,26/07/18,7/24/2018,Robo,Jueves,Veracruz,"Sumidero, km 284",11:00,,,,0,Frustran robo de tráiler de transportista,,,,,,,,,,,,,,
386,04/08/18,8/3/2018,Robo,Sábado,Veracruz,Jalapilla,9:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
387,05/08/18,8/4/2018,Enfrentamiento,Domingo,Puebla,km 99,16:15,,,,1,Enfrentamiento entre Ejercito y delincuentes tras detener a un presunto líder criminal,,,,,,,,,,,,,,
388,25/08/18,8/2/2018,Tren,Sábado,Veracruz,km 273,21:00,,,,0,Roban baterías solares y radios de comunicación del tren,,,,,,,,,,,,,,
389,26/08/18,8/23/2018,Ejecución,Domingo,Veracruz,"Donato Guerra, Ixtaczoquitlán",3:00,,,,0,"Secuestran a mujer, la ejecutan",,,,,,,,,,,,,,
390,27/08/18,8/26/2018,Ejecución,Lunes,Veracruz,km 267,3:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
391,30/08/18,8/29/2018,Enfrentamiento,Jueves,Veracruz,km 225,6:00,18.832306,-97.329236,,0,Enfrentamiento entre PF y delincuentes tras montar falso operativo,,,,,,,,,,,,,,
392,02/09/18,9/1/2018,Ejecución,Domingo,Veracruz,Esperanza - Mendoza,3:00,,,,0,"Montan falso operativo, el conductor acelera para no pararse y abren fuego los delincuentes asesinando al conductor",,,,,,,,,,,,,,
393,03/09/18,9/2/2018,Ejecución,Lunes,Veracruz,"Buenavista, km 280",14:30,,,,0,Ejecutan a trailero en su unidad. No robaron la carga,,,,,,,,,,,,,,
394,08/09/18,9/6/2018,Enfrentamiento,Sábado,Veracruz,km 224,23:30,18.835795,-97.336245,,0,"Montan falso operativo, el conductor acelera para no pararse y abren fuego los delincuentes",,,,,,,,,,,,,,
395,13/09/18,9/12/2018,Robo,Jueves,Veracruz,Esperanza - Mendoza,3:00,,,,3,Sorprenden in fraganti a 3 sujetos robando un tráiler,,,,,,,,,,,,,,
396,14/09/18,9/10/2018,Robo,Viernes,Veracruz,Puente de Jalapilla,16:00,,,,0,Roban camioneta con productos lácteos,,,,,,,,,,,,,,
397,22/09/18,9/19/2018,Robo,Sábado,Veracruz,Cumbres de Maltrata,17:00,,,,0,Roban tráiler con línea blanca,,,,,,,,,,,,,,
398,26/09/18,9/24/2018,Ejecución,Miércoles,Puebla,Esperanza,23:00,,,"18.8647691, -97.3731002",0,"Intentar robar tráiler. Asesinan a 1 sujeto, hieren a otro y secuestran a otro",,,,,,,,,,,,,,
399,03/10/18,10/2/2018,Enfrentamiento,Miércoles,Puebla,km 185,3:00,,,,0,Enfrentamiento entre Marina y delincuentes por operativo contra lider huachicolero,,,,,,,,,,,,,,
400,06/10/18,10/4/2018,Enfrentamiento,Sábado,Veracruz,Cumbres de Maltrata,12:30,,,,0,Apedrean a vehiculos depasajeros para asaltarlos,,,,,,,,,,,,,,
401,11/10/18,10/9/2018,Robo,Jueves,Veracruz,km 234,18:40,,,,0,"Montan falso operativo y roban tráiler, PF recupera la unidad robada",,,,,,,,,,,,,,
402,17/10/18,10/16/2018,Ejecución,Miércoles,Veracruz,km 184,21:30,,,,0,Ejecutan a trailero en su unidad. No robaron la carga,,,,,,,,,,,,,,
403,24/10/18,10/23/2018,Robo,Miércoles,Veracruz,Puente de Jalapilla,11:00,,,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
404,27/10/18,10/26/2018,Robo,Sábado,Veracruz,Puente de Jalapilla,9:30,,,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
405,28/10/18,10/27/2018,Secuestro,Domingo,Veracruz,km 285,3:00,,,,0,Abandonan unidad en autopista tras sustraer al conductor,,,,,,,,,,,,,,
406,03/11/18,11/1/2018,Enfrentamiento,Sábado,Veracruz,Maltrata,21:00,18.823211,-97.247864,,0,"Montan falso operativo y roban tráiler, PF recupera la unidad robada",,,,,,,,,,,,,,
407,13/11/18,11/12/2018,Enfrentamiento,Martes,Veracruz,km 271,18:45,,,,2,"Marcan alto a tráiler robado, al no obedecer abre fuego chocando la unidad",,,,,,,,,,,,,,
408,17/11/18,11/15/2018,Enfrentamiento,Sábado,Veracruz,km 197,18:00,,,,0,"Montan falso operativo, el conductor acelera para no pararse y abren fuego los delincuentes",,,,,,,,,,,,,,
409,19/11/18,11/17/2018,Robo,Lunes,Puebla,Acatzingo,17:00,,,,0,Roban tráiler de transportista,,,,,,,,,,,,,,
410,21/11/18,11/17/2018,Robo,Miércoles,Veracruz,Hospital Regional,17:00,,,,0,Roban camión con muebles,,,,,,,,,,,,,,
411,21/11/18,11/20/2018,Enfrentamiento,Miércoles,Puebla,km 175,21:00,,,,0,Grupo armado dispara a camión de carga,,,,,,,,,,,,,,
412,21/11/18,11/20/2018,Enfrentamiento,Miércoles,Puebla,km 202,21:00,,,,0,Grupo armado dispara a camión de carga,,,,,,,,,,,,,,
413,23/11/18,11/21/2018,Enfrentamiento,Viernes,Veracruz,Cumbres de Maltrata,3:00,,,,0,Grupo armado dispara a camión de carga,,,,,,,,,,,,,,
414,28/11/18,11/19/2018,Tren,Miércoles,Veracruz,"Pueblo de Nazareno, Acultzingo",16:00,,,,0,200 personas interceptan tren y lo asaltan llevandose la carga de llantas,,,,,,,,,,,,,,
415,05/12/18,12/4/2018,Enfrentamiento,Miércoles,Puebla,km 224,20:00,18.835795,-97.336245,,0,Enfrentamiento entre grupos delictivos rivales en un retén falso,,,,,,,,,,,,,,
416,08/12/18,12/7/2018,Tren,Sábado,Puebla,"San Pedro Temamatla, Ciudad Serdán",8:00,,,,0,Descarrillan tren para robarlo,,,,,,,,,,,,,,
417,18/12/18,12/15/2018,Asalto,Martes,Veracruz,Hospital Regional,12:00,,,,0,Asaltan a trailero,,,,,,,,,,,,,,
418,19/12/18,12/17/2018,Enfrentamiento,Miércoles,Puebla,Esperanza,21:30,,,,0,"Enfrentramiento entre PF y delincuentes, frustrab robo de tractocamión",,,,,,,,,,,,,,
419,22/12/18,12/20/2018,Robo,Sábado,Veracruz,Cumbres de Maltrata,18:00,,,,0,Roban camioneta con articulos para celulares,,,,,,,,,,,,,,
420,04/01/19,12/29/2018,Robo,Viernes,Veracruz,Cumbres de Maltrata,21:00,,,,0,Roban automovil particular,,,,,,,,,,,,,,
421,05/01/19,1/4/2019,Enfrentamiento,Sábado,Puebla,km 187,19:00,,,,1,Pobaladores enfrentan a delincuentes al intentar robar tráiler,,,,,,,,,,,,,,
422,06/01/19,1/4/2019,Robo,Domingo,Puebla,Esperanza,23:00,,,,0,Roban unidad pero al no poder enfilarla a camino de terracería la abandonan,,,,,,,,,,,,,,
423,11/01/19,1/10/2019,Robo,Viernes,Puebla,km 177,16:30,,,,0,"Balean unidad al intentar robarla, asesinan al chofer y choca la unidad, por lo que delincuentes abandonan el sitio",,,,,,,,,,,,,,
424,17/01/19,1/16/2019,Tren,Jueves,Veracruz,"Ojo de agua, acultzingo",9:00,,,,0,Frustran robo de tren elementos de IPAX,,,,,,,,,,,,,,
425,26/01/19,1/25/2019,Enfrentamiento,Sábado,Puebla,km 163,5:30,,,,0,"Enfrentamiento entre PF y delincuentes, frustan robo de trailer",,,,,,,,,,,,,,
426,29/01/19,1/28/2019,Toma Clandestina,Martes,Puebla,km 163,9:30,,,,0,Incendio de toma clandestina de gas,,,,,,,,,,,,,,
427,03/02/19,,Robo,Domingo,Veracruz,Cumbres de Maltrata,3:00,,,,0,Roban automovil particular,,,,,,,,,,,,,,
428,07/02/19,2/6/2019,Asalto,Jueves,Puebla,Antes de la caseta de Amozoc,8:00,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
429,14/02/19,,Robo,Jueves,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban camión con tanques de gas,,,,,,,,,,,,,,
430,16/02/19,2/14/2019,Robo,Sábado,Veracruz,"Magueyes, km 230",8:00,,,,0,Roban tráiler con baterias de cocina,,,,,,,,,,,,,,
431,17/02/19,2/16/2019,Robo,Domingo,Veracruz,"Maltrata, km 226",3:00,,,,0,Roban camioneta de compañá telefónica en falso retén,,,,,,,,,,,,,,
432,01/03/19,,Robo,Viernes,Veracruz,Cumbres de Maltrata,3:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
433,06/03/19,3/5/2019,Ejecución,Miércoles,Veracruz,km 256,16:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
434,13/03/19,3/12/2019,Robo,Miércoles,Veracruz,"Magueyes, km 230",9:00,,,,0,Roban camioneta en falso retén,,,,,,,,,,,,,,
435,27/03/19,3/26/2019,Enfrentamiento,Miércoles,Puebla,km 210,8:30,,,,0,Enfrentamiento entre PF y delincuentes,,,,,,,,,,,,,,
436,07/04/19,4/6/2019,Robo,Domingo,Veracruz,Hospital Regional,10:00,,,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
437,07/04/19,,Robo,Domingo,Puebla,Esperanza -Magueyes,3:00,,,,0,Roban automovil particular,,,,,,,,,,,,,,
438,12/04/19,4/11/2019,Asalto,Viernes,Veracruz,Hospital Regional,16:30,,,,0,Asaltan gasolinera ubicada cerca del Hospital Regional,,,,,,,,,,,,,,
439,13/04/19,4/9/2019,Robo,Sábado,Puebla,Acatzingo,18:30,,,,0,Roban camioneta particular en falso retén,,,,,,,,,,,,,,
440,13/04/19,4/9/2019,Robo,Sábado,Puebla,km 179,22:30,,,,0,Roban tráiler camioneta con falsos policias,,,,,,,,,,,,,,
441,14/04/19,4/9/2019,Enfrentamiento,Domingo,Puebla,km 222,20:00,,,,0,Enfrentamiento entre PF y asaltatrailers; frustan robo de unidad,,,,,,,,,,,,,,
442,27/04/19,,Robo,Sábado,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con cerdos,,,,,,,,,,,,,,
443,30/04/19,4/26/2019,Enfrentamiento,Martes,Veracruz,"Magueyes, km 230",22:00,,,,0,Enfrentamiento entre PF y asaltatrailers; frustan robo de 2 unidades,,,,,,,,,,,,,,
444,03/05/19,4/30/2019,Robo,Viernes,Veracruz,Esperanza - Maltrata,3:00,,,,0,Roban camión con bicicletas deportivas,20 asaltantes,,,,,,,,,,,,,
445,03/05/19,5/2/2019,Robo,Viernes,Puebla,km 164,6:50,,,,0,Roban tráiler con equipo musical,20 asaltantes,,,,,,,,,,,,,
446,17/05/19,5/15/2019,Robo,Viernes,Veracruz,Puente de Jalapilla,16:00,,,,0,Roban trailer con cerveza,,,,,,,,,,,,,,
447,20/05/19,5/18/2019,Robo,Lunes,Puebla,Acatzingo,23:30,,,,0,Roban tráiler de transportista,,,,,,,,,,,,,,
448,29/05/19,5/28/2019,Robo,Miércoles,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con jugos,,,,,,,,,,,,,,
449,29/05/19,5/28/2019,Enfrentamiento,Miércoles,Puebla,Caseta de Esperanza,20:00,,,,0,Enfrentamiento entre PF y asaltatrailers,,,,,,,,,,,,,,
450,31/05/19,5/30/2019,Enfrentamiento,Viernes,Veracruz,Laguna de Nogales,14:00,,,,2,Enfrentamiento entre PF y secuestradores,,,,,,,,,,,,,,
451,02/06/19,5/30/2019,Enfrentamiento,Domingo,Veracruz,"Magueyes, km 230",12:00,,,,0,Enfrentamiento entre PF y asaltatrailers,,,,,,,,,,,,,,
452,04/06/19,6/1/2019,Robo,Martes,Veracruz,"Magueyes, km 230",14:00,,,,0,Roban camioneta particular de lujo,,,,,,,,,,,,,,
453,05/06/19,6/2/2019,Robo,Miércoles,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban camioneta particular de lujo,,,,,,,,,,,,,,
454,08/06/19,6/7/2019,Ejecución,Sábado,Veracruz,Rio Blanco - Nogales,2:00,,,,0,2 presonas ejecutadas,,,,,,,,,,,,,,
455,08/06/19,6/6/2019,Tren,Sábado,Veracruz,"Vaquería, Acultzngo",22:00,,,,0,Frustran robo a un tren con varilla,,,,,,,,,,,,,,
456,10/06/19,6/8/2019,Secuestro,Lunes,Veracruz,PIVO,14:00,,,,0,Secuestran a sujeto,,,,,,,,,,,,,,
457,12/06/19,6/11/2019,Secuestro,Miércoles,Veracruz,"Santos Degollado, Mendoza",7:00,,,,0,Secuestran a sujeto,,,,,,,,,,,,,,
458,13/06/19,6/11/2019,Robo,Jueves,Veracruz,Caseta de Fortín,11:30,,,,0,Roban camión con arroz y frijol,,,,,,,,,,,,,,
459,18/06/19,6/17/2019,Asalto,Martes,Veracruz,km 223,19:00,,,,0,Asaltan a vehiculos,,,,,,,,,,,,,,
460,19/06/19,6/18/2019,Robo,Miércoles,Veracruz,Entronque a Oaxaca,17:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
461,24/06/19,6/22/2019,Robo,Lunes,Veracruz,km 284,23:30,,,,0,Roban camión con abarrotes,,,,,,,,,,,,,,
462,27/06/19,6/26/2019,Secuestro,Jueves,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272",21:00,18.847149,-97.073018,,0,Secuestran a trailero,,,,,,,,,,,,,,
463,28/06/19,6/27/2019,Robo,Viernes,Puebla,km 226,11:00,,,,0,Roban camión con sopa,,,,,,,,,,,,,,
464,29/06/19,6/27/2019,Robo,Sábado,Puebla,Acatzingo,21:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
465,29/06/19,6/27/2019,Robo,Sábado,Puebla,km 174,22:30,,,,0,Roban tráiler,,,,,,,,,,,,,,
466,29/06/19,6/27/2019,Robo,Sábado,Puebla,km 165,23:30,,,,0,Frustran robo de tráiler,,,,,,,,,,,,,,
467,29/06/19,6/28/2019,Asalto,Sábado,Puebla,km 163,8:10,,,,0,Asalto a camión,,,,,,,,,,,,,,
468,01/07/19,7/31/2019,Enfrentamiento,Lunes,Veracruz,La Estancia,12:00,18.829573,-97.255900,,4,Enfrentamiento entre policia estatal y delincuentes,,,,,,,,,,,,,,
469,01/07/19,7/5/2019,Robo,Lunes,Veracruz,Fortín,3:00,,,,0,Roban tráiler con refacciones,,,,,,,,,,,,,,
470,02/07/19,7/1/2019,Robo,Martes,Veracruz,Maltrata,3:00,18.823211,-97.247864,,0,"Roban tráiler con mayonesa, Policia lo rescata. Delincuentes lo recuperan y roban la carga",,,,,,,,,,,,,,
471,05/07/19,7/3/2019,Tren,Viernes,Veracruz,"La Pera, Acultzingo",16:30,,,,0,Enfrentamiento entre IPAX y asaltatrenes,,,,,,,,,,,,,,
472,07/07/19,7/6/2019,Ejecución,Domingo,Veracruz,km 238,14:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
473,13/07/19,7/11/2019,Robo,Sábado,Veracruz,km 173,21:15,,,,0,PF frustra robo de tráiler,,,,,,,,,,,,,,
474,13/07/19,7/12/2019,Robo,Sábado,Veracruz,km 166,5:30,,,,0,PF frustra robo de tráiler,,,,,,,,,,,,,,
475,16/07/19,7/15/2019,Robo,Martes,Veracruz,km 234,10:00,,,,7,Detienen a sujetos que pretendían robar tráiler accidentado,,,,,,,,,,,,,,
476,18/07/19,7/17/2019,Asalto,Jueves,Puebla,Caseta de Esperanza,9:00,,,,0,Frustran asalto a camioneta oficial con alcalde de Acultzingo,,,,,,,,,,,,,,
477,20/07/19,7/19/2019,Robo,Sábado,Puebla,km 177,5:50,,,,0,Frustra PF robo de tráiler,,,,,,,,,,,,,,
478,22/07/19,7/20/2019,Asalto,Lunes,Veracruz,"Balastrera, km 248",16:00,18.816412,-97.234309,,0,Asaltan a familia al detenerse en restaurant,,,,,,,,,,,,,,
479,28/07/19,7/27/2019,Ejecución,Domingo,Puebla,km 197,3:00,,,,0,Ejecutan a trailero en su unidad. No robaron la carga,,,,,,,,,,,,,,
480,28/07/19,,Tren,Domingo,Veracruz,"Vaquería, Acultzingo",3:00,,,,0,Roban tren,,,,,,,,,,,,,,
481,01/08/19,7/29/2019,Robo,Jueves,Veracruz,"Maltrata, km 228",3:00,18.828540,-97.304777,,0,Roban camioneta particular,,,,,,,,,,,,,,
482,05/08/19,8/3/2019,Ejecución,Lunes,Veracruz,km 175,23:20,,,,0,Ejecutan a trailero al huir de asalto,,,,,,,,,,,,,,
483,07/08/19,8/4/2019,Asalto,Miércoles,Veracruz,Nogales,20:00,,,,0,Asaltan a empleados al orillarse,,,,,,,,,,,,,,
484,09/08/19,8/8/2019,Ejecución,Viernes,Veracruz,km 243,15:30,,,,0,4 personas ejecutadas,,,,,,,,,,,,,,
485,13/08/19,,Robo,Martes,Veracruz,"Balastrera, km 248",19:00,18.816412,-97.234309,,0,Roban tráiler con aceite automotríz,,,,,,,,,,,,,,
486,21/08/19,8/19/2019,Robo,Miércoles,Puebla,Caseta de Esperanza,9:00,,,,0,Roban vehículo particular tras disparar al conductor,,,,,,,,,,,,,,
487,21/08/19,8/19/2019,Robo,Miércoles,Veracruz,La Estancia,13:30,18.829573,-97.255900,,0,Roban tráiler con cerveza,,,,,,,,,,,,,,
488,02/09/19,8/20/2019,Robo,Lunes,Veracruz,Trébol de escamela,7:00,,,,0,Roban tráiler con papelería,,,,,,,,,,,,,,
489,04/09/19,9/2/2019,Robo,Miércoles,Veracruz,Trébol de escamela,23:45,,,,0,Frustran robo de tráiler,,,,,,,,,,,,,,
490,05/09/19,9/4/2019,Ejecución,Jueves,Veracruz,km 267,19:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
491,08/09/19,9/7/2019,Robo,Domingo,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban camioneta particular,,,,,,,,,,,,,,
492,13/09/19,9/12/2019,Ejecución,Viernes,Veracruz,Caseta de Fortín,15:45,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
493,21/09/19,9/20/2019,Robo,Sábado,Veracruz,km 227,3:00,,,,0,"Frustran robo de 2 tráileres, delincuentes vuelcan las unidades y rapiñeros roban la carga",,,,,,,,,,,,,,
494,28/09/19,9/27/2019,Tren,Miércoles,Veracruz,"El Mezquite, acultzingo",4:00,,,,0,Enfrentamiento entre IPAX y asaltatrenes,,,,,,,,,,,,,,
495,12/10/19,10/11/2019,Tren,Sábado,Puebla,"San diego, tepeaca",9:00,,,,0,Frustran asalto a tren,,,,,,,,,,,,,,
496,14/10/19,10/10/2019,Robo,Lunes,Veracruz,Maltrata,9:00,18.823211,-97.247864,,0,Roban camión con carnes frías,,,,,,,,,,,,,,
