ID,Fecha_Publicacion,Fecha_Incidente,Categoria,Publicacion,Distrito_Policiaco,Direccion,Hora,Latitud,Longitud,Coordenadas,Arrestos,Descripcion,Motivo,,,,,,,,,,,,,
157,29/01/17,1/27/2017,Robo,Domingo,Veracruz,km 266,17:00,,,,0,Roban tráiler de transportista,,,,,,,,,,,,,,
158,29/01/17,1/28/2017,Robo,Domingo,Veracruz,Maltrata,8:00,18.823211,-97.247864,,0,Roban tráiler con latas de aluminio y asesinan a chofer,,,,,,,,,,,,,,
159,01/02/17,1/31/2017,Ejecución,Miércoles,Veracruz,km 236,21:00,,,,0,3 sujetos ejecutados,,,,,,,,,,,,,,
160,07/02/17,2/6/2017,Toma clandestina,Martes,Veracruz,km 275,17:00,,,,2,Hallan toma clandestina,,,,,,,,,,,,,,
161,09/02/17,2/8/2017,Robo,Jueves,Veracruz,km 229,3:00,,,,0,Asesinan en intento de asalto a trailer con alimento para ganado,,,,,,,,,,,,,,
162,11/02/17,2/3/2017,Robo,Sábado,Veracruz,km 266,16:00,,,,0,Roban tráiler de transportista,,,,,,,,,,,,,,
163,15/02/17,2/13/2017,Robo,Miércoles,Veracruz,km 249,13:30,,,,0,Roban tráiler con alimento para ganado,,,,,,,,,,,,,,
164,16/02/17,2/14/2017,Robo,Jueves,Veracruz,km 259,1:45,,,,0,Roban tráiler con muebles del hogar,Tsuru,,,,,,,,,,,,,
165,17/02/17,2/11/2017,Robo,Viernes,Veracruz,"San Cristóbal, Huiloapan km 261",3:00,,,,0,Asaltan a camioneta de Papas Fritas,,,,,,,,,,,,,,
166,17/02/17,2/10/2017,Robo,Viernes,Veracruz,km 228,3:00,18.828540,-97.304777,,0,Roban 2 tráilers de transportistas,,,,,,,,,,,,,,
167,19/02/17,2/17/2017,Robo,Domingo,Veracruz,km 251,3:00,,,,0,Roban tráileer con alimento para ganado y 2 camionetas,,,,,,,,,,,,,,
168,22/02/17,2/21/2017,Robo,Miércoles,Veracruz,"La Estancia, km 239",7:30,18.829573,-97.255900,,0,"Interceptan a tianguista, logra escapar",,,,,,,,,,,,,,
169,22/02/17,2/17/2017,Robo,Miércoles,Veracruz,"La Estancia, km 239",0:40,18.829573,-97.255900,,0,Roban camioneta particular,,,,,,,,,,,,,,
170,23/02/17,2/21/2017,Robo,Jueves,Veracruz,km 259,2:20,,,,0,Roban tráiler con equipos de aserradero,Tsuru,,,,,,,,,,,,,
171,28/02/17,2/19/2017,Robo,Martes,Veracruz,magu,9:00,,,,0,Roban Camioneta con papelería,,,,,,,,,,,,,,
172,05/03/17,3/4/2017,Robo,Domingo,Veracruz,km 264,12:00,,,,0,Roban tráiler con Jabones,,,,,,,,,,,,,,
173,05/03/17,3/3/2017,Robo,Domingo,Veracruz,km 218,6:50,,,,0,Roban 2 tráilers con Cacao,,,,,,,,,,,,,,
174,06/03/17,3/5/2017,Robo,Lunes,Veracruz,km 260,15:30,,,,11,Roban 140000 litros de combustible y son detenidos,,,,,,,,,,,,,,
175,06/03/17,3/5/2017,Enfrentamiento,Lunes,Veracruz,Base de la Policía Federal,16:45,,,,0,Enfrentamiento entre comando armado y Policìa Federal,,,,,,,,,,,,,,
176,06/03/17,3/3/2017,Robo,Lunes,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con lentejas,,,,,,,,,,,,,,
177,09/03/17,3/7/2017,Robo,Jueves,Veracruz,"Balastrera, km 248",11:00,18.816412,-97.234309,,0,Roban tórton,,,,,,,,,,,,,,
178,13/03/17,3/9/2017,Robo,Martes,Veracruz,km 246,20:45,18.821043,-97.231158,,0,Roban tráiler,,,,,,,,,,,,,,
179,15/03/17,3/11/2017,Robo,Miércoles,Veracruz,,3:00,,,,0,Roban tórton con electrodomésticos,,,,,,,,,,,,,,
180,17/03/17,3/15/2017,Robo,Viernes,Veracruz,"Balastrera, km 248",23:00,18.816412,-97.234309,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
181,18/03/17,3/13/2017,Robo,Sábado,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con libretas,,,,,,,,,,,,,,
182,18/03/17,,Robo,Sábado,Veracruz,"Colorines, Maltrata",3:00,,,,0,Roban tráiler con harina,,,,,,,,,,,,,,
183,19/03/17,3/17/2017,Robo,Domingo,Veracruz,Sumidero km 284,17:00,,,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
184,25/03/17,3/24/2017,Robo,Sábado,Veracruz,km 249,2:20,,,,0,Roban tráiler con papelería,Tsuru,,,,,,,,,,,,,
185,26/03/17,3/24/2017,Robo,Domingo,Veracruz,"La Estancia, km 239",21:00,18.829573,-97.255900,,0,"Roban tráiler con clavos, malla y alámbre",,,,,,,,,,,,,,
186,26/03/17,3/25/2017,Robo,Domingo,Veracruz,Sumidero km 284,8:15,,,,0,Roban tráiler con congelados,,,,,,,,,,,,,,
187,26/03/17,3/25/2017,Robo,Domingo,Veracruz,km 241,2:00,18.823211,-97.247864,,0,Roban auto particular,,,,,,,,,,,,,,
188,28/03/17,3/27/2017,Toma clandestina,Martes,Veracruz,"Balastrera, km 248",10:10,18.816412,-97.234309,,0,Explosión de ducto,,,,,,,,,,,,,,
189,04/04/17,4/2/2017,Toma clandestina,Martes,Puebla,Amozoc,3:00,,,,0,Explosión de ducto,,,,,,,,,,,,,,
190,04/04/17,4/3/2017,Toma clandestina,Martes,Puebla,Esperanza,15:20,,,,0,Explosión de ducto,,,,,,,,,,,,,,
191,08/04/17,4/7/2017,Robo,Sábado,Veracruz,"Jalapilla, km 269",21:00,,,,0,Roban tráiler con muebles,,,,,,,,,,,,,,
192,09/04/17,3/29/2017,Robo,Domingo,Puebla,"San Lorenzo, Amozoc",3:00,,,,0,Roban tráiler con Arroz,,,,,,,,,,,,,,
193,11/04/17,4/10/2017,Toma clandestina,Martes,Veracruz,km 263,9:00,,,,0,Derrame de toma clandestina,,,,,,,,,,,,,,
194,13/04/17,4/11/2017,Asalto,Jueves,Veracruz,"Los colorines, Maltrata",20:00,,,,0,Raptan y Asaltan a mujer,,,,,,,,,,,,,,
195,22/04/17,,Robo,Sábado,Veracruz,Sumidero km 284,3:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
196,22/04/17,4/21/2017,Combustible,Sábado,Veracruz,,11:00,,,,0,Detienen a vehículo con 600 litros de combustible robado,,,,,,,,,,,,,,
197,23/04/17,4/21/2017,Robo,Domingo,Veracruz,Caseta de Esperanza,3:00,,,,0,"Roban tráiler, lo encuentran en el km 292",,,,,,,,,,,,,,
198,26/04/17,4/25/2017,Enfrentamiento,Miércoles,Veracruz,km 246,12:30,18.821043,-97.231158,,0,Enfrentamiento entre Fuerza Civil y criminales,,,,,,,,,,,,,,
199,02/05/17,5/1/2017,Combustible,Martes,Veracruz,km 271,17:00,,,,0,Aseguran vehículos con combustible robado,,,,,,,,,,,,,,
200,04/05/17,4/30/2017,Robo,Jueves,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban azúcar de tráiler en movimiento,,,,,,,,,,,,,,
201,04/05/17,5/3/2017,Enfrentamiento,Jueves,Veracruz,km 241,0:00,,,,0,Enfrentamiento entre Ejército y ladrones de combustible,,,,,,,,,,,,,,
202,05/05/17,5/3/2017,Enfrentamiento,Viernes,Puebla,"Palmarito, Quécholac",21:00,,,,14,Enfrentamiento entre Ejército y ladrones de combustible,,,,,,,,,,,,,,
203,05/05/17,5/4/2017,Enfrentamiento,Viernes,Puebla,"Palmarito, Quécholac",3:00,,,,0,Enfrentamiento entre Ejército y ladrones de combustible,,,,,,,,,,,,,,
204,05/05/17,5/4/2017,Toma clandestina,Viernes,Puebla,"Paraje Las Garzas, Ciudad Serdán",3:00,,,,0,Encuentran Toma Clandestina,,,,,,,,,,,,,,
205,05/05/17,5/4/2017,Toma clandestina,Viernes,Puebla,"Puente negro, Ciudad Serdán",3:00,,,,0,Encuentran Toma Clandestina,,,,,,,,,,,,,,
206,08/05/17,5/7/2017,Toma clandestina,Lunes,Puebla,km 151,15:15,,,,0,Explosión de ducto,,,,,,,,,,,,,,
207,12/05/17,5/8/2017,Robo,Viernes,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
208,12/05/17,,Robo,Viernes,Veracruz,Sumidero km 284,3:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
209,13/05/17,5/11/2017,Asalto,Sábado,Veracruz,Nogales,23:00,,,,0,Interceptan a vehículo y le roban pertenencias,,,,,,,,,,,,,,
210,16/05/17,5/14/2017,Robo,Martes,Veracruz,"Jalapilla, km 269",23:00,,,,0,Roban vehículo con cerveza,,,,,,,,,,,,,,
211,17/05/17,5/14/2017,Robo,Miércoles,Veracruz,"Balastrera, km 248",17:00,18.816412,-97.234309,,0,Roban tráiler con electrodomésticos,,,,,,,,,,,,,,
212,18/05/17,,Robo,Jueves,Veracruz,km 246,3:00,18.821043,-97.231158,,0,Roban tráiler con lácteos,Tsuru,,,,,,,,,,,,,
213,25/05/17,5/24/2017,Combustible,Jueves,Puebla,Tecamachalco,3:00,,,,0,Aseguran vehículos con combustible robado,,,,,,,,,,,,,,
214,25/05/17,5/24/2017,Combustible,Jueves,Puebla,"Progreso de Juarez, Acatzingo",3:00,,,,0,Aseguran vehículos con combustible robado,,,,,,,,,,,,,,
215,29/05/17,,Robo,Lunes,Veracruz,km 226,3:00,,,,0,Roban tráiler con productos de aseo,,,,,,,,,,,,,,
216,31/05/17,5/30/2017,Robo,Miércoles,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,2,Roban tráiler y son detenidos in fraganti,,,,,,,,,,,,,,
217,01/06/17,,Robo,Jueves,Veracruz,La joyita km 278 ,3:00,,,,0,Roban tráiler con abarrotes,,,,,,,,,,,,,,
218,02/06/17,6/1/2017,Robo,Viernes,Veracruz,Nogales,18:00,,,,0,Roban tráiler con cerveza. Lo recuperan tras persecución,,,,,,,,,,,,,,
219,02/06/17,6/1/2017,Robo,Viernes,Veracruz,"Balastrera, km 248",8:30,18.816412,-97.234309,,1,Roban tráiler con Arroz. Lo recuperan horas después,,,,,,,,,,,,,,
220,04/06/17,6/2/2017,Robo,Domingo,Veracruz,Km 268,21:00,,,,0,Roban tráiler con 30tn de fertilizante,,,,,,,,,,,,,,
221,05/06/17,6/1/2017,Robo,Lunes,Veracruz,km 247,3:00,,,,0,Roban tráiler con dulces,,,,,,,,,,,,,,
222,08/06/17,6/5/2017,Robo,Jueves,Veracruz,km 247,16:00,,,,0,"Frustrado robo de tráiler, intentan robarlo, se resiste y lo balean",,,,,,,,,,,,,,
223,08/06/17,6/7/2017,Robo,Jueves,Veracruz,Altura del CDO,16:00,,,,2,"Roban tráiler con cerveza y resfresco, policia los detiene, ocurre enfrentamiento y recuperan unidad",,,,,,,,,,,,,,
224,10/06/17,,Robo,Sábado,Veracruz,Tepatlaxco,3:00,,,,0,Roban tráiler con acero en falso retén,,,,,,,,,,,,,,
225,10/06/17,,Robo,Sábado,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Frustran robo de tráiler con línea blanca,,,,,,,,,,,,,,
226,11/06/17,6/10/2017,Robo,Domingo,Veracruz,"Jalapilla, km 269",5:00,,,,0,Roban tráiler de tienda departamental,,,,,,,,,,,,,,
227,14/06/17,6/13/2017,Robo,Miércoles,Veracruz,Caseta de Esperanza,7:00,,,,0,"Roban camioneta, balean al conductor",,,,,,,,,,,,,,
228,15/06/17,6/10/2017,Robo,Jueves,Veracruz,km 247,21:00,,,,0,Roban tráiler con azúcar,,,,,,,,,,,,,,
229,16/06/17,6/15/2017,Asalto,Viernes,Veracruz,"Balastrera, km 248",15:00,18.816412,-97.234309,,0,Asaltan a trailero al detenerse en gasolinera,,,,,,,,,,,,,,
230,20/06/17,6/19/2017,Ejecución,Martes,Veracruz,km 259,17:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
231,24/06/17,6/22/2017,Robo,Sábado,Veracruz,"San Cristóbal, Huiloapan km 261",21:00,,,,1,Detienen a sujeto con vehículo robado,,,,,,,,,,,,,,
232,25/06/17,6/24/2017,Robo,Domingo,Veracruz,Ojo de Agua,10:00,,,,0,Roban tráiler de supermercado,,,,,,,,,,,,,,
233,25/06/17,6/23/2017,Robo,Domingo,Veracruz,,3:00,,,,0,Roban tráiler con cerveza,,,,,,,,,,,,,,
234,27/06/17,6/25/2017,Robo,Martes,Veracruz,CDV,21:00,,,,1,Roban tráiler con refresco,,,,,,,,,,,,,,
235,28/06/17,6/25/2017,Robo,Miércoles,Veracruz,"Balastrera, km 248",21:30,18.816412,-97.234309,,0,Roban tráiler con articulos de limpieza,,,,,,,,,,,,,,
236,29/06/17,,Robo,Jueves,Veracruz,Altura del Hospital Regional,3:00,,,,0,Frustran robo de tráiler de transportista,,,,,,,,,,,,,,
237,02/07/17,6/29/2017,Robo,Domingo,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272 km 272",3:00,18.847149,-97.073018,,0,Roban tráiler con papel y pañales,,,,,,,,,,,,,,
238,08/07/17,7/6/2017,Robo,Sábado,Veracruz,"La Estancia, km 239",20:30,18.829573,-97.255900,,0,Roban tráiler con papelería,,,,,,,,,,,,,,
239,09/07/17,,Robo,Domingo,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con refacciones,,,,,,,,,,,,,,
240,09/07/17,7/4/2017,Robo,Domingo,Veracruz,"Balastrera, km 248",21:00,18.816412,-97.234309,,0,Roban tórton con tubos de acero,,,,,,,,,,,,,,
241,14/07/17,7/13/2017,Robo,Viernes,Veracruz,"La Estancia, km 239",10:00,18.829573,-97.255900,,1,"Frustran robo a tráilero, se enfrentan con policia Federal",,,,,,,,,,,,,,
242,17/07/17,7/15/2017,Asalto,Lunes,Veracruz,Sumidero,21:15,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
243,23/07/17,7/22/2017,Robo,Domingo,Veracruz,"Balastrera, km 248",11:00,18.816412,-97.234309,,0,Roban tráiler con llantas,,,,,,,,,,,,,,
244,24/07/17,7/23/2017,Secuestro,Lunes,Veracruz,Buena Vista,3:30,,,,0,"Intentan secuestrar a sujetos, abren fuego",,,,,,,,,,,,,,
245,27/07/17,7/22/2017,Robo,Jueves,Veracruz,Maltrata,17:00,18.823211,-97.247864,,0,Roban tráiler con galletas y frituras,,,,,,,,,,,,,,
246,27/07/17,7/26/2017,Robo,Jueves,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272 km 272",8:30,18.847149,-97.073018,,0,Frustran robo de tráiler,,,,,,,,,,,,,,
247,27/07/17,7/26/2017,Robo,Jueves,Veracruz,Jalapilla,8:00,,,,2,"Roban tráiler, los persiguen y detienen",,,,,,,,,,,,,,
248,28/07/17,7/27/2017,Robo,Viernes,Veracruz,Maltrata,8:00,18.823211,-97.247864,,1,"Roban camión, los persiguen y detienen",,,,,,,,,,,,,,
249,29/07/17,7/28/2017,Ejecución,Sábado,Veracruz,"La Estancia, km 239",8:30,18.829573,-97.255900,,0,Persona Ejecutada,,,,,,,,,,,,,,
250,30/07/17,7/28/2017,Ejecución,Domingo,Veracruz,"La Estancia, km 239",9:00,18.829573,-97.255900,,0,Persona Ejecutada,,,,,,,,,,,,,,
251,31/07/17,7/30/2017,Robo,Lunes,Veracruz,km 263,8:00,,,,2,"Roban tráiler, marcan alto y los detienen",,,,,,,,,,,,,,
252,01/08/17,7/30/2017,Asalto,Martes,Veracruz,Sumidero,22:00,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
253,02/08/17,7/31/2017,Robo,Miércoles,Veracruz,Caseta de Esperanza,17:00,,,,0,Roban tráiler de seguridad privada,,,,,,,,,,,,,,
254,03/08/17,8/1/2017,Robo,Jueves,Veracruz,Cerca policía de Orizaba,6:30,,,,0,Roban tráiler con mercancia variada,,,,,,,,,,,,,,
255,04/08/17,,Robo,Viernes,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con productos de aseo,,,,,,,,,,,,,,
256,04/08/17,8/3/2017,Tren,Viernes,Veracruz,"Colonia el Mirador, Nogales",17:30,,,,0,Asaltan tren con maíz,,,,,,,,,,,,,,
257,05/08/17,8/3/2017,Robo,Sábado,Veracruz,km 239,17:00,18.829573,-97.255900,,0,Roban auto particular,,,,,,,,,,,,,,
258,06/08/17,8/4/2017,Asalto,Domingo,Veracruz,"Balastrera, km 248",21:00,18.816412,-97.234309,,0,Asaltan a 2 trabajadores,,,,,,,,,,,,,,
259,14/08/17,8/10/2017,Robo,Lunes,Veracruz,km 247,3:00,,,,0,Asaltan pipa con sustancias químicas,,,,,,,,,,,,,,
260,14/08/17,8/10/2017,Robo,Lunes,Veracruz,"Balastrera, km 248",9:00,18.816412,-97.234309,,0,Roban tráiler,6 personas - 5 hombres 1 mujer,,,,,,,,,,,,,
261,21/08/17,8/12/2017,Asalto,Lunes,Veracruz,Sumidero,22:00,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
262,23/08/17,8/22/2017,Robo,Miércoles,Veracruz,"San Cristóbal, Huiloapan km 261",9:00,,,,3,Roban tórton,,,,,,,,,,,,,,
263,24/08/17,8/22/2017,Robo,Jueves,Veracruz,"La Estancia, km 239",17:00,18.829573,-97.255900,,0,Roban tráiler con 68 motos,,,,,,,,,,,,,,
264,25/08/17,8/24/2017,,Viernes,Veracruz,,9:45,,,,4,Roban tráiler con azucar,Asaltantes era policias estatales,,,,,,,,,,,,,
265,03/09/17,9/2/2017,Asalto,Domingo,Veracruz,km 226,19:30,,,,0,Instalan falso retén,,,,,,,,,,,,,,
266,05/09/17,9/4/2017,Enfrentamiento,Martes,Veracruz,km 267,17:00,,,,0,Enfrentramiento entre delincuentes y autoridades,,,,,,,,,,,,,,
267,06/09/17,9/4/2017,Asalto,Miércoles,Veracruz,"Balastrera, km 248",22:30,18.816412,-97.234309,,0,Asaltan a taxista,2 sujetos,,,,,,,,,,,,,
268,06/09/17,9/4/2017,Robo,Miércoles,Veracruz,"Balastrera, km 248",22:30,18.816412,-97.234309,,0,Roban 2 tráilers,,,,,,,,,,,,,,
269,08/09/17,,Robo,Viernes,Veracruz,Esperanza,3:00,,,,0,Roban 2 tráilers,,,,,,,,,,,,,,
270,10/09/17,,Robo,Domingo,Veracruz,La Estancia,3:00,,,,0,"Unidad robada en Chalco, encontrada en Veracruz",,,,,,,,,,,,,,
271,11/09/17,9/10/2017,Enfrentamiento,Lunes,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272",16:30,18.847149,-97.073018,,0,Enfrentramiento entre delincuentes y autoridades,,,,,,,,,,,,,,
272,20/09/17,9/19/2017,Secuestro,Miércoles,Veracruz,Hospital Regional,11:00,,,,0,"Intentan secuestrar a sujeto, escapa",,,,,,,,,,,,,,
273,25/09/17,,Robo,Lunes,Veracruz,km 270,23:50,,,,0,Roban tráiler,,,,,,,,,,,,,,
274,27/09/17,9/26/2017,Ejecución,Miércoles,Veracruz,km 286,17:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
275,28/09/17,9/27/2017,Ejecución,Jueves,Veracruz,km 290,10:15,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
276,01/10/17,9/27/2017,Asalto,Domingo,Veracruz,Caseta de Esperanza,12:30,,,,0,Apedrean a vehiculos depasajeros para asaltarlos,,,,,,,,,,,,,,
277,02/10/17,10/1/2017,Ejecución,Lunes,Puebla,km 137,13:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
278,02/10/17,10/1/2017,Robo,Lunes,Veracruz,"San Cristóbal, Huiloapan km 261",1:00,,,,0,Roban tráiler,4 personas,,,,,,,,,,,,,
279,03/10/17,10/1/2017,Robo,Martes,Veracruz,Maltrata,15:00,18.823211,-97.247864,,0,Roban tráiler,,,,,,,,,,,,,,
280,04/10/17,10/2/2017,Robo,Miércoles,Veracruz,km 274,22:50,,,,0,Roban tráiler con línea blanca,,,,,,,,,,,,,,
281,05/10/17,10/4/2017,Robo,Jueves,Veracruz,"Sumidero, km 284",12:00,,,,0,Frustran robo de tráiler,,,,,,,,,,,,,,
282,05/10/17,10/4/2017,Robo,Jueves,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban Camioneta particular,,,,,,,,,,,,,,
283,05/10/17,10/4/2017,Robo,Jueves,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban auto particular,,,,,,,,,,,,,,
284,06/10/17,10/4/2017,Secuestro,Viernes,Veracruz,"San Cristóbal, Huiloapan km 261",12:00,,,,0,Liberan a trailero secuestrado por 12 horas,,,,,,,,,,,,,,
285,07/10/17,10/5/2017,Robo,Sábado,Veracruz,"Sumidero, km 284",21:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
286,08/10/17,10/7/2017,Enfrentamiento,Domingo,Veracruz,Destacamento Policia Federal,16:30,,,,3,Enfrentramiento entre delincuentes y Policia Federal,,,,,,,,,,,,,,
287,13/10/17,10/11/2017,Asalto,Lunes,Veracruz,km 284,6:50,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
288,16/10/17,10/15/2017,Enfrentamiento,Lunes,Veracruz,km 247,9:30,,,,8,Enfrentamiento entre SSP y Manifestantes,,,,,,,,,,,,,,
289,18/10/17,10/16/2017,Robo,Miércoles,Veracruz,"Magueyes, km 230",17:00,,,,0,Roban tráiler,,,,,,,,,,,,,,
290,24/10/17,10/22/2017,Enfrentamiento,Martes,Veracruz,Acatzingo,3:00,,,,0,Enfrentamiento entre Policia Federal y Delincuenten. Liberan a huachicoleros,,,,,,,,,,,,,,
291,28/10/17,10/26/2017,Robo,Sábado,Veracruz,km 251,17:00,,,,0,Roban tráiler con azúcar,,,,,,,,,,,,,,
292,08/11/17,,Robo,,Veracruz,La Estancia,3:00,18.829573,-97.255900,,0,Roban 2 tráilers con cacahuates,,,,,,,,,,,,,,
293,11/11/17,11/10/2017,Enfrentamiento,Sábado,Veracruz,km 276,13:00,,,,0,Enfrentamiento entre SSp y delincuentes,,,,,,,,,,,,,,
294,12/11/17,,Robo,Domingo,Veracruz,Maltrata,3:00,18.823211,-97.247864,,0,Roban Pipa con gasolina,,,,,,,,,,,,,,
295,15/11/17,11/14/2017,Robo,Miércoles,Veracruz,Maltrata,3:00,18.823211,-97.247864,,0,Roban tráiler con vinos y licores,,,,,,,,,,,,,,
296,22/11/17,11/13/2017,Asalto,Miércoles,Veracruz,Buenavista,22:45,,,,0,Asaltan a trailero,,,,,,,,,,,,,,
297,23/11/17,,Robo,Jueves,Veracruz,"Buenavista, km 280",3:00,,,,0,Roban tráiler con arroz,,,,,,,,,,,,,,
298,24/11/17,11/23/2017,Tren,Viernes,Veracruz,Vaquería-Puente Colorado,3:00,,,,0,Bloquean vía y asaltan tren,,,,,,,,,,,,,,
299,27/11/17,11/26/2017,Asalto,Lunes,Veracruz,"Sumidero, km 284",21:00,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
300,27/11/17,11/23/2017,Robo,Lunes,Veracruz,"Balastrera, km 248",21:00,18.816412,-97.234309,,0,Roban tráiler con aceite para auto,,,,,,,,,,,,,,
301,07/12/17,12/6/2017,Tren,Jueves,Puebla,Acultzingo,12:00,,,,0,Asaltran tren,,,,,,,,,,,,,,
302,07/12/17,12/5/2017,Robo,Jueves,Veracruz,"Gasolinera Las Gemelas, Orizaba km 272",11:00,18.847149,-97.073018,,0,Roban caja seca ,,,,,,,,,,,,,,
303,10/12/17,12/9/2017,Tren,Domingo,Veracruz,"El Mezquite, acultzingo",2:00,,,,0,Bloquean vía y asaltan tren con arroz,,,,,,,,,,,,,,
304,11/12/17,12/7/2017,Robo,Lunes,Veracruz,km 276,9:00,,,,0,Roban tráiler con pastas,,,,,,,,,,,,,,
305,12/12/17,12/11/2017,Asalto,Martes,Veracruz,"Sumidero, km 284",19:00,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
306,16/12/17,12/15/2017,Ejecución,Sábado,Veracruz,km 239,20:30,,,,0,Asesinan a trailero al intentar asaltarlo,,,,,,,,,,,,,,
307,19/12/17,12/17/2017,Tren,Martes,Veracruz,Acultzingo,21:00,,,,0,Bloquean vía y asaltan tren con arroz,,,,,,,,,,,,,,
308,23/12/17,,Robo,Sábado,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler,,,,,,,,,,,,,,
309,08/01/18,,Robo,Sábado,Veracruz,Curva de Nogales,3:00,,,,0,Roban tráiler con galletas,,,,,,,,,,,,,,
310,10/01/18,1/8/2018,Robo,Miércoles,Veracruz,"La choza, Nogales",12:00,,,,0,Roban 2 tráilers de empresa de transportes,,,,,,,,,,,,,,
311,12/01/18,1/10/2018,Robo,Viernes,Veracruz,"Magueyes, km 230",17:00,,,,0,Roban tractocamion,,,,,,,,,,,,,,
312,16/01/18,1/14/2018,Robo,Martes,Puebla,km 156,17:00,,,,4,Roban pipa con cumbustible,,,,,,,,,,,,,,
313,18/01/18,1/16/2018,Robo,Jueves,Puebla,Esperanza,3:00,,,,0,Roban tráiler con varilla,,,,,,,,,,,,,,
314,20/01/18,1/19/2018,Ejecución,Sábado,Veracruz,Km 269,7:00,,,,0,Persona Ejecutada,,,,,,,,,,,,,,
315,21/01/18,,Robo,Domingo,Puebla,Esperanza,3:00,,,,0,Roban camioneta con acumuladores,Auto neón,,,,,,,,,,,,,
316,21/01/18,1/19/2018,Enfrentamiento,Domingo,Puebla,Esperanza,23:00,,,,0,Enfrentamiento entre Policia Federal y Delincuententes,,,,,,,,,,,,,,
317,23/01/18,1/21/2018,Tren,Martes,Veracruz,"Vaquería-Puente Colorado, Acultzingo",21:00,,,,0,Enfrenteamient entre Fuerza Civil y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
318,26/01/18,1/22/2018,Robo,Viernes,Puebla,Palmar de Bravo,8:15,,,,0,Roban camioneta particular,,,,,,,,,,,,,,
319,26/01/18,1/22/2018,Robo,Viernes,Veracruz,"Sumidero, km 284",9:00,,,,0,Roban auto particular con maleta y $130K,,,,,,,,,,,,,,
320,28/01/18,1/26/2018,Tren,Domingo,Veracruz,"Vaquería-Puente Colorado, Acultzingo",23:30,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
321,30/01/18,1/28/2018,Tren,Martes,Veracruz,"El Mezquite, acultzingo",19:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
322,11/02/18,2/10/2018,Asalto,Domingo,Veracruz,La Joyita,20:30,,,,0,Asaltan a vehiculo de pasajeros,,,,,,,,,,,,,,
323,18/02/18,2/17/2018,Tren,Domingo,Veracruz,"Vaqueria II, Acultzingo",3:00,,,,0,Enfrenteamient entre IPAX y Delicuentes que pretendían asaltar tren,,,,,,,,,,,,,,
324,23/02/18,2/21/2018,Robo,Viernes,Veracruz,La Estancia,22:30,18.829573,-97.255900,,0,Roban tráiler,,,,,,,,,,,,,,
325,24/02/18,2/23/2018,Robo,Sábado,Veracruz,"Magueyes, km 230",3:00,,,,0,Roban tráiler con rollos de polietileno,,,,,,,,,,,,,,
326,05/03/18,3/2/2018,Robo,Lunes,Veracruz,Km 247,3:00,,,,0,Roban tráiler de transportista,,,,,,,,,,,,,,
327,15/03/18,3/14/2018,Robo,Lunes,Veracruz,km 227,3:00,,,,0,Enfrentamiento entre Policia Federal y Delincuentes que robaron 2 pipas con combustible y que fueron recuperadas inmediatamente,,,,,,,,,,,,,,
328,18/03/18,3/16/2018,Robo,Domingo,Veracruz,"Balastrera, km 248",3:00,18.816412,-97.234309,,0,Roban tráiler con abarrotes,,,,,,,,,,,,,,
